DateTime,Open,High,Low,Close,Avg_Volume
2018-01-27 10:29,1402.05,1402.05,1402.05,1402.05,4857310
2018-01-27 10:30,1402.05,1402.05,1402.05,1402.05,4857310
2018-01-27 10:31,1402.05,1402.05,1402.05,1402.05,4857310
